@relation atributos

@attribute largura numeric
@attribute altura numeric
@attribute posicaoX-relativa numeric
@attribute posicaoY-relativa numeric
@attribute entropia numeric
@attribute segundo-momento-ang numeric
@attribute correlacao numeric
@attribute energia numeric
@attribute media numeric
@attribute variancia numeric
@attribute desvio-padrao numeric
@attribute contraste numeric
@attribute homogeneidade numeric
@attribute dissimilaridade numeric
@attribute media-tons-cinza numeric
@attribute class {atencao,normal}

@data
42,58,4,8,0.689311,0.311644,0.790109,0.558082,7.864135,0.459797,0.678023,0.19362,0.90319,0.19362,67,normal
68,25,7,6,0.519502,0.523228,0.79037,0.723272,8.077463,0.39806,0.628128,0.183973,0.912973,0.176533,68,normal
33,37,6,9,0.47787,0.47646,0.790889,0.690225,12.183168,0.258287,0.508198,0.109118,0.945441,0.109118,101,normal
11,8,6,8,0.750163,0.220563,0.791315,0.468958,15.747504,0.615843,0.784596,0.286729,0.856636,0.286729,129,normal
72,11,4,0,0.845131,0.186418,0.796097,0.430017,6.130716,0.8621,0.92718,0.412404,0.854544,0.321285,53,normal
9,18,5,9,0.453205,0.433645,0.796209,0.658276,12.36152,0.266207,0.514108,0.135417,0.932292,0.135417,103,normal
25,21,3,8,0.867298,0.204898,0.798741,0.452246,10.195796,0.797164,0.89239,0.326809,0.846929,0.311309,85,normal
38,21,1,6,0.730719,0.260395,0.801223,0.510071,15.812059,0.521481,0.722109,0.208693,0.895653,0.208693,131,normal
40,55,8,7,0.440878,0.51547,0.801664,0.71788,14.832383,0.233617,0.48333,0.092817,0.953591,0.092817,123,normal
10,18,4,7,0.494251,0.434847,0.802482,0.659352,11.774528,0.282563,0.531502,0.115359,0.94232,0.115359,98,normal
16,13,8,7,0.401658,0.469343,0.803612,0.684903,13.343156,0.224839,0.474103,0.090158,0.954921,0.090158,111,normal
10,16,8,8,0.809647,0.194792,0.805287,0.439679,10.972917,0.697668,0.83449,0.286944,0.856528,0.286944,91,normal
42,14,3,0,1.090192,0.102304,0.806045,0.319524,8.855216,1.293369,1.137178,0.514261,0.778087,0.461259,75,normal
41,21,5,8,0.643329,0.294821,0.806175,0.542784,8.678989,0.438713,0.662143,0.172525,0.913737,0.172525,74,normal
10,11,3,8,0.414758,0.431694,0.806455,0.656687,12.591048,0.23966,0.489466,0.100985,0.949508,0.100985,105,normal
41,24,5,8,0.64157,0.301659,0.80647,0.549063,8.651996,0.434746,0.659131,0.171123,0.914438,0.171123,73,normal
67,32,7,7,0.782386,0.245428,0.80865,0.495133,5.62104,0.630277,0.79381,0.24225,0.881968,0.23761,49,normal
41,37,6,8,0.908758,0.176421,0.809026,0.419543,8.231997,0.849131,0.921374,0.327176,0.85764,0.29514,70,normal
36,71,4,9,1.246688,0.087978,0.810049,0.296172,7.82876,1.954011,1.397841,0.743533,0.740137,0.572679,67,normal
32,23,8,7,0.588851,0.357534,0.810863,0.59783,13.707199,0.367017,0.605675,0.141772,0.929114,0.141772,113,normal
56,66,8,7,0.710717,0.287795,0.810935,0.536217,12.973322,0.529311,0.727486,0.200602,0.899699,0.200602,108,normal
44,26,7,0,0.903536,0.170751,0.81116,0.412783,9.364578,0.828902,0.910413,0.316604,0.844799,0.311952,79,normal
51,12,7,9,0.446764,0.436455,0.811361,0.660514,12.375636,0.257502,0.506995,0.105448,0.947276,0.105448,103,normal
33,73,5,9,0.716434,0.299925,0.811543,0.547371,7.101096,0.525281,0.724743,0.198448,0.901066,0.198014,61,normal
51,50,3,8,0.718077,0.248846,0.81179,0.498582,10.871474,0.536632,0.732505,0.202975,0.898782,0.202571,91,normal
39,39,7,8,1.071494,0.123241,0.812368,0.350686,15.344249,1.221309,1.105098,0.458706,0.803166,0.409733,127,normal
11,17,2,8,0.792707,0.215052,0.812604,0.463386,6.084985,0.64669,0.804095,0.248864,0.875568,0.248864,53,normal
19,23,7,8,0.865683,0.183322,0.812679,0.427727,10.478828,0.770657,0.877792,0.295017,0.854175,0.292492,88,normal
48,21,2,7,0.518846,0.410573,0.814272,0.640677,18.189076,0.312011,0.558558,0.117243,0.941379,0.117243,150,normal
33,15,6,7,0.891363,0.156914,0.815392,0.395856,6.760657,0.85254,0.922946,0.332846,0.83943,0.324067,58,normal
24,84,7,7,0.784583,0.243034,0.815482,0.492676,14.251594,0.616005,0.78483,0.227936,0.88725,0.226109,118,normal
56,140,7,8,0.476978,0.455345,0.815568,0.674706,13.239746,0.268474,0.518144,0.099021,0.95049,0.099021,110,normal
19,60,5,8,0.442169,0.52355,0.816846,0.723487,12.115756,0.239365,0.488997,0.089058,0.955471,0.089058,101,normal
18,84,7,7,0.776139,0.253407,0.817761,0.503119,14.239107,0.607177,0.779176,0.22359,0.889853,0.221118,118,normal
12,10,2,8,0.676295,0.313045,0.818585,0.559179,12.592719,0.539165,0.732962,0.239141,0.880429,0.239141,104,normal
85,45,8,8,0.564561,0.400975,0.819147,0.633135,8.177773,0.345852,0.588078,0.125328,0.937336,0.125328,69,normal
11,8,7,7,0.902262,0.16411,0.821268,0.403925,11.583097,1.543372,1.242177,0.561323,0.788386,0.457752,97,normal
69,34,5,0,0.542353,0.359288,0.823038,0.599286,12.64169,0.34158,0.584422,0.120909,0.939546,0.120909,105,normal
24,21,3,8,1.143906,0.094775,0.823611,0.307521,7.876724,1.587041,1.259403,0.582945,0.762435,0.501268,67,normal
24,36,3,8,0.818694,0.215806,0.824867,0.46423,10.133719,0.69371,0.832515,0.249815,0.875921,0.248572,85,normal
8,16,5,9,0.423535,0.419368,0.824986,0.647569,10.497917,0.249084,0.499083,0.090774,0.954613,0.090774,88,normal
18,24,5,0,1.13525,0.103368,0.824988,0.320541,12.791094,1.610106,1.268003,0.573165,0.78608,0.462516,107,normal
8,13,6,8,0.889214,0.182058,0.82774,0.426234,12.466604,0.991562,0.990574,0.422505,0.822974,0.371165,104,normal
13,17,7,8,0.933113,0.152311,0.828801,0.389933,10.095762,1.015294,1.007539,0.367794,0.82615,0.352723,85,normal
23,16,2,6,0.442654,0.427257,0.829751,0.653559,13.608351,0.261655,0.511351,0.09248,0.95376,0.09248,114,normal
10,12,7,9,0.404439,0.423636,0.830112,0.650383,13.474874,0.246625,0.4966,0.09436,0.95282,0.09436,112,normal
13,12,7,8,0.8868,0.186085,0.832233,0.430894,9.494349,0.916531,0.95681,0.323657,0.843222,0.316081,80,normal
15,10,5,7,0.428389,0.479731,0.832553,0.692482,13.752249,0.248856,0.498831,0.090212,0.954894,0.090212,114,normal
15,20,8,7,0.73812,0.287096,0.834145,0.535544,10.465664,0.71347,0.843169,0.260182,0.872415,0.256422,88,normal
27,39,8,8,0.575778,0.348069,0.835002,0.589799,12.779853,0.380411,0.616734,0.126938,0.936531,0.126938,106,normal
19,125,6,8,0.400153,0.477071,0.835482,0.690599,13.336814,0.229914,0.479429,0.07798,0.96101,0.07798,111,normal
8,16,5,9,0.660258,0.309385,0.836105,0.555985,10.502455,0.5183,0.719639,0.178125,0.910937,0.178125,88,normal
36,15,3,6,1.048961,0.120508,0.836228,0.346734,10.395731,1.291401,1.136341,0.435272,0.79917,0.410062,87,normal
99,52,9,6,0.724534,0.277976,0.83665,0.527025,14.44052,0.563247,0.750495,0.184397,0.907935,0.184197,120,normal
21,21,1,0,0.719399,0.270946,0.83674,0.52032,16.063943,0.568775,0.753863,0.196994,0.901503,0.196994,133,normal
30,25,6,6,0.732285,0.274759,0.837072,0.523922,11.667795,0.590092,0.768104,0.196341,0.902308,0.195623,97,normal
42,36,4,7,0.778593,0.235953,0.837501,0.485473,9.973211,0.63584,0.797344,0.207598,0.896666,0.206901,84,normal
32,27,3,8,0.543589,0.416517,0.837574,0.645311,15.370366,0.37284,0.60983,0.129343,0.935329,0.129343,127,normal
92,209,5,8,0.666086,0.305746,0.838253,0.552769,10.555027,0.479767,0.692633,0.155401,0.922299,0.155401,89,normal
20,29,6,0,1.024324,0.140912,0.838261,0.374778,11.735787,1.309139,1.144074,0.424878,0.807433,0.395071,98,normal
36,29,4,9,0.57914,0.343691,0.838961,0.586115,12.5856,0.414067,0.643467,0.13372,0.93314,0.13372,106,normal
35,41,5,8,0.46061,0.468467,0.839099,0.684401,11.783003,0.268338,0.518001,0.087087,0.956457,0.087087,99,normal
31,32,8,7,1.243418,0.078341,0.840016,0.279649,10.51478,2.042356,1.428898,0.669791,0.741549,0.554218,88,normal
16,14,6,7,0.79849,0.203732,0.840029,0.450857,6.686441,0.711863,0.843566,0.245387,0.877307,0.245387,57,normal
31,27,5,9,0.88454,0.180768,0.840596,0.424287,14.784619,0.856084,0.925211,0.276712,0.861644,0.276712,122,normal
41,121,6,8,0.55217,0.376782,0.842147,0.613702,12.668348,0.35037,0.591917,0.110717,0.944642,0.110717,105,normal
50,21,2,7,1.068975,0.133639,0.842392,0.365373,7.668736,1.499353,1.224203,0.47929,0.790685,0.433699,66,normal
12,13,2,0,1.003526,0.131691,0.843869,0.362816,16.260429,1.201592,1.094582,0.440244,0.811913,0.392191,134,normal
22,20,3,6,0.898666,0.175575,0.844226,0.418258,10.244334,0.896548,0.946648,0.284367,0.859487,0.281861,86,normal
30,13,7,9,0.919496,0.155445,0.844286,0.393025,11.607395,0.975767,0.987514,0.310472,0.84668,0.307598,97,normal
131,37,3,9,2.030236,0.01309,0.845214,0.114339,9.671116,14.201973,3.76836,4.433185,0.496408,1.627104,81,normal
42,32,8,8,0.97716,0.163477,0.845347,0.403882,10.729823,1.109373,1.053226,0.346994,0.842612,0.32239,90,normal
8,10,6,9,0.69435,0.278437,0.845783,0.527509,16.063343,0.610577,0.778577,0.271329,0.869626,0.263393,133,normal
49,23,3,8,1.143886,0.098424,0.84699,0.313524,7.792456,1.62374,1.274037,0.506594,0.777753,0.460019,66,normal
38,25,9,8,0.722576,0.268767,0.847385,0.518224,9.72563,0.826474,0.908312,0.262061,0.876823,0.250281,82,normal
50,38,3,7,0.770699,0.263312,0.847908,0.512719,12.543471,0.71668,0.846141,0.223608,0.889116,0.222229,105,normal
65,42,7,8,0.707876,0.337363,0.848226,0.580716,13.041346,0.667367,0.81445,0.224267,0.905951,0.196385,108,normal
23,43,7,8,0.658159,0.285044,0.848636,0.533662,12.693377,0.54052,0.734977,0.16834,0.91583,0.16834,106,normal
21,30,7,7,1.25728,0.082776,0.8489,0.287546,9.758204,2.552341,1.597342,0.782451,0.723919,0.607956,82,normal
58,9,8,7,0.691034,0.29563,0.848994,0.543398,7.940052,0.560456,0.748488,0.170747,0.915357,0.169651,67,normal
18,10,3,0,0.957788,0.1637,0.849603,0.404247,16.698738,1.178772,1.085378,0.382553,0.828089,0.353504,138,normal
21,22,5,6,1.53607,0.0436,0.849701,0.207267,4.139583,8.399364,2.89794,2.566388,0.668753,0.970563,37,normal
82,75,1,9,0.807943,0.291795,0.850202,0.540142,2.546783,33.211152,5.762893,9.969983,0.913043,0.716747,23,atencao
13,17,6,7,1.110126,0.111459,0.851367,0.333624,10.559999,1.626484,1.275109,0.52144,0.783775,0.454698,88,atencao
34,28,5,8,0.636705,0.308378,0.852182,0.55513,6.626316,0.516385,0.71844,0.154981,0.92251,0.154981,57,atencao
20,19,3,7,1.070753,0.108576,0.852679,0.328595,15.051005,1.546959,1.243567,0.461198,0.804981,0.407554,125,atencao
22,17,6,9,0.175857,0.800886,0.852763,0.894907,13.905209,0.085527,0.291486,0.029068,0.985466,0.029068,115,atencao
63,25,2,7,1.012609,0.153258,0.852807,0.39116,13.704402,1.228695,1.108367,0.364576,0.830662,0.345152,114,atencao
84,57,3,8,0.885842,0.196225,0.852824,0.442518,9.742708,0.918198,0.958201,0.270774,0.868621,0.264762,82,atencao
47,28,1,6,0.726888,0.261461,0.853435,0.511157,18.140703,0.590823,0.768358,0.176581,0.911709,0.176581,149,atencao
49,37,3,8,0.899656,0.194745,0.853834,0.440892,12.337326,0.981235,0.990332,0.290557,0.86114,0.280768,103,atencao
22,25,3,8,1.225806,0.078681,0.853918,0.27956,14.540782,2.11121,1.452946,0.617293,0.773694,0.491753,120,atencao
49,40,7,8,0.894548,0.192764,0.854154,0.438955,5.714023,0.937942,0.968344,0.276434,0.863377,0.274043,50,atencao
10,9,0,8,1.119211,0.096502,0.855277,0.310337,12.287461,1.931113,1.387544,0.67037,0.744965,0.548843,103,atencao
20,73,6,7,0.572423,0.368406,0.855468,0.606853,13.031313,0.386631,0.621791,0.111953,0.944024,0.111953,108,atencao
44,22,7,7,1.368987,0.066466,0.855714,0.257628,5.924897,3.398532,1.843179,1.004442,0.693813,0.702217,51,atencao
73,12,6,0,0.815795,0.207346,0.855753,0.455111,10.097707,0.747999,0.864817,0.221753,0.889965,0.22049,85,atencao
78,37,2,6,0.696538,0.281426,0.856493,0.530372,10.420655,0.548692,0.740726,0.157834,0.921203,0.157653,88,atencao
10,12,3,8,1.121504,0.091852,0.858009,0.302116,14.325337,1.961536,1.399383,0.596044,0.734975,0.546549,118,atencao
17,80,4,8,0.614376,0.333296,0.859028,0.577075,11.885448,0.456252,0.67541,0.131628,0.934186,0.131628,99,atencao
33,20,6,9,0.792695,0.223091,0.860519,0.471804,6.703892,0.751857,0.867012,0.212913,0.895188,0.210446,58,atencao
65,52,8,7,0.829007,0.228408,0.86107,0.477641,14.756116,0.848084,0.920858,0.236176,0.883435,0.233891,122,atencao
27,17,6,8,0.869395,0.174921,0.861485,0.417582,8.461499,0.951867,0.975474,0.266374,0.870772,0.260435,72,atencao
25,19,6,7,0.684983,0.279488,0.861725,0.528515,14.630004,0.554492,0.74458,0.157764,0.921118,0.157764,121,atencao
28,35,9,7,0.798907,0.227161,0.862557,0.476467,10.065243,0.789677,0.888334,0.225066,0.890009,0.221254,85,atencao
53,21,6,8,0.608202,0.362063,0.862584,0.601467,12.378006,0.463296,0.680624,0.127995,0.936003,0.127995,103,atencao
16,16,6,6,0.604087,0.304903,0.862837,0.551977,16.203854,0.468796,0.684489,0.137569,0.931215,0.137569,133,atencao
20,18,3,7,1.090844,0.101941,0.864208,0.318334,15.240936,1.871507,1.367906,0.514706,0.788509,0.445623,126,atencao
26,18,6,7,1.532562,0.04158,0.865698,0.203156,11.310126,4.646768,2.15474,1.291574,0.65846,0.821554,94,atencao
50,34,7,8,0.688772,0.299452,0.867003,0.54714,14.672158,0.55275,0.743456,0.148538,0.925731,0.148538,121,atencao
43,29,4,9,0.953471,0.143555,0.86703,0.37832,11.360431,1.137822,1.066653,0.306131,0.851733,0.298933,95,atencao
27,29,3,7,0.685208,0.306996,0.869829,0.553806,11.601364,0.665926,0.815379,0.183335,0.908333,0.183335,97,atencao
31,24,5,7,0.710202,0.250423,0.871134,0.500115,13.216418,0.639679,0.799744,0.165322,0.917339,0.165322,110,atencao
32,15,4,8,0.847025,0.188263,0.872711,0.433406,13.239839,0.898468,0.94774,0.231502,0.885017,0.23035,110,atencao
58,34,9,8,0.615116,0.367977,0.872725,0.606481,6.359443,0.6258,0.790234,0.168268,0.9213,0.160067,55,atencao
15,29,6,0,1.232267,0.076875,0.872945,0.276862,10.598591,2.286043,1.511946,0.590054,0.746006,0.528026,89,atencao
64,54,8,7,0.853096,0.219523,0.873277,0.46823,14.766785,0.954646,0.976922,0.243768,0.880204,0.240635,122,atencao
52,40,4,8,0.941838,0.197357,0.873661,0.443486,9.623119,1.566086,1.251001,0.404011,0.841046,0.336334,81,atencao
16,14,3,8,0.9544,0.151062,0.873979,0.388203,12.534455,1.141025,1.067881,0.303938,0.848031,0.303938,104,atencao
25,28,7,9,0.806087,0.230634,0.874296,0.480087,13.127823,0.804168,0.895714,0.219796,0.891131,0.218252,109,atencao
43,33,6,7,1.349122,0.057878,0.874507,0.240266,8.272465,2.837052,1.684207,0.725059,0.727971,0.588402,70,atencao
16,9,6,9,0.298789,0.592917,0.875,0.769919,13.2375,0.180208,0.424084,0.05,0.975,0.05,110,atencao
43,43,2,6,0.407589,0.492922,0.875358,0.702048,13.701681,0.244506,0.49447,0.061221,0.969389,0.061221,113,atencao
86,39,5,0,0.804635,0.246835,0.875751,0.496604,11.054453,0.812027,0.900978,0.204259,0.898282,0.203642,92,atencao
14,19,6,9,1.298587,0.081262,0.876368,0.284641,6.982633,3.636006,1.90578,0.951843,0.723209,0.645138,60,atencao
32,24,4,9,0.531741,0.437837,0.877335,0.661651,12.355642,0.421722,0.649298,0.106022,0.946989,0.106022,102,atencao
24,21,6,8,0.861054,0.202902,0.878051,0.450001,6.592883,0.958683,0.978865,0.24254,0.87873,0.24254,57,atencao
52,17,6,0,1.398605,0.048329,0.880075,0.219732,6.73689,3.432432,1.852359,0.895038,0.696408,0.675669,58,atencao
31,30,6,7,0.60601,0.316848,0.881465,0.562725,12.856794,0.467296,0.68347,0.113663,0.943168,0.113663,107,atencao
40,67,3,7,0.950078,0.159969,0.881788,0.399649,14.267166,1.119966,1.058258,0.266951,0.872307,0.25806,118,atencao
87,55,8,8,1.140132,0.111242,0.882025,0.33303,10.96874,1.913647,1.383337,0.45197,0.805209,0.404816,92,atencao
46,37,7,7,0.476449,0.470509,0.883609,0.685896,15.302131,0.319329,0.564959,0.07591,0.962045,0.07591,127,atencao
60,134,3,8,0.446878,0.493608,0.883987,0.702533,12.320511,0.302342,0.549842,0.070254,0.964873,0.070254,103,atencao
42,49,4,8,0.661454,0.333705,0.88409,0.577597,12.203212,0.55915,0.747639,0.131899,0.934051,0.131899,101,atencao
44,33,7,8,0.553384,0.376434,0.884147,0.613472,6.612045,0.462051,0.679554,0.108903,0.946754,0.107094,57,atencao
144,43,1,7,0.698647,0.284907,0.885686,0.533649,11.232277,0.59498,0.771327,0.136398,0.931801,0.136398,94,atencao
35,53,5,7,0.45397,0.421877,0.885869,0.64945,6.564524,0.296438,0.54446,0.068064,0.965968,0.068064,57,atencao
21,62,7,8,0.663919,0.294985,0.886881,0.542999,15.307942,0.55881,0.747399,0.130492,0.934754,0.130492,126,atencao
29,38,7,8,0.706185,0.271305,0.887316,0.520586,13.32172,0.628311,0.792638,0.143522,0.928239,0.143522,111,atencao
23,19,6,7,1.469954,0.059742,0.888163,0.242883,11.893666,8.396005,2.897081,1.968222,0.70476,0.857674,99,atencao
86,85,5,7,0.787125,0.221933,0.888269,0.470793,12.86187,0.773979,0.87976,0.173274,0.913829,0.172576,107,atencao
19,13,8,7,0.946199,0.173685,0.88861,0.416507,7.338291,1.421834,1.192285,0.344551,0.838446,0.328469,62,atencao
25,19,6,6,0.705076,0.254741,0.888647,0.504475,13.855994,0.640164,0.800079,0.148684,0.925658,0.148684,115,atencao
223,87,3,8,1.360064,0.069362,0.888712,0.263262,7.157426,4.09818,2.024352,0.913435,0.699546,0.674782,61,atencao
39,79,8,8,0.496218,0.472637,0.889325,0.687455,13.34835,0.381848,0.617859,0.08577,0.957115,0.08577,110,atencao
15,11,4,7,1.020263,0.12199,0.890681,0.349134,9.350308,1.638031,1.276296,0.439686,0.796824,0.414686,80,atencao
16,11,3,6,0.761909,0.304261,0.890838,0.55144,10.350923,1.163165,1.077328,0.299631,0.859074,0.286297,86,atencao
17,11,8,7,1.0689,0.10835,0.890848,0.327569,15.056555,1.696197,1.301669,0.387759,0.812181,0.378668,124,atencao
38,33,4,9,1.02329,0.136921,0.891734,0.369746,13.291691,1.487841,1.21965,0.327327,0.840271,0.321426,110,atencao
117,62,2,8,0.741875,0.294705,0.891949,0.542767,8.181764,0.802397,0.895757,0.173451,0.91351,0.173097,69,atencao
30,28,6,8,0.879743,0.176391,0.892127,0.419499,13.917368,1.028843,1.014249,0.225629,0.887611,0.224991,115,atencao
13,11,9,7,0.875516,0.173722,0.892311,0.416588,12.412879,1.098928,1.047019,0.303438,0.851059,0.299272,104,atencao
26,17,4,6,1.255906,0.074524,0.892454,0.27262,8.723685,2.729524,1.651429,0.611587,0.760104,0.512506,74,atencao
101,100,3,7,0.63522,0.351141,0.892885,0.592494,9.475838,0.607711,0.779463,0.131134,0.934433,0.131134,80,atencao
83,71,7,8,0.853316,0.202162,0.893457,0.44942,9.060647,1.039162,1.019319,0.223249,0.890347,0.220291,77,atencao
53,78,7,8,0.527865,0.476698,0.893953,0.690406,13.338755,0.472026,0.687021,0.100519,0.94974,0.100519,111,atencao
32,30,6,8,0.828334,0.190215,0.894073,0.435936,16.260122,0.927575,0.962832,0.204302,0.897849,0.204302,134,atencao
8,20,5,7,0.356333,0.490285,0.894285,0.700078,13.362876,0.230413,0.479944,0.052162,0.973919,0.052162,112,atencao
103,140,3,8,0.581926,0.375928,0.894479,0.613031,11.86442,0.468012,0.684029,0.099391,0.950305,0.099391,99,atencao
36,52,3,7,0.904742,0.179616,0.894673,0.423414,7.693703,1.105498,1.051394,0.23443,0.883905,0.23275,66,atencao
56,31,4,7,1.00522,0.133012,0.895257,0.364262,11.395734,1.369208,1.170102,0.288246,0.858699,0.284013,95,atencao
16,19,5,6,0.897808,0.165477,0.896115,0.406533,12.498628,1.139879,1.066552,0.266414,0.866793,0.266414,104,atencao
53,25,9,8,0.961104,0.176426,0.897085,0.41924,12.62332,1.452917,1.204358,0.326598,0.858956,0.293141,105,atencao
25,21,6,9,0.498687,0.394172,0.897331,0.627728,12.70638,0.3545,0.59528,0.077157,0.961422,0.077157,106,atencao
36,27,6,9,1.177454,0.086683,0.897349,0.294145,9.77844,2.336726,1.528585,0.484216,0.785109,0.443287,82,atencao
25,21,1,9,0.818682,0.220824,0.897395,0.469635,13.285601,0.945171,0.971934,0.203612,0.898194,0.203612,110,atencao
118,29,2,7,0.767338,0.239365,0.897636,0.489116,12.786347,0.764312,0.874232,0.159029,0.920587,0.158876,106,atencao
69,25,7,7,0.992291,0.154129,0.898909,0.392345,11.692668,1.497406,1.223176,0.312382,0.855367,0.295046,98,atencao
43,22,7,9,0.685129,0.252676,0.900515,0.502328,14.10508,0.660083,0.812452,0.134012,0.932994,0.134012,117,atencao
25,36,4,8,0.964439,0.143345,0.901069,0.378265,10.630508,1.29915,1.139741,0.264101,0.868743,0.26291,89,atencao
15,26,6,7,0.604727,0.28686,0.90116,0.535302,13.203688,0.553169,0.743611,0.123375,0.938312,0.123375,110,atencao
183,62,7,8,1.142559,0.115808,0.901609,0.339761,9.042415,2.106258,1.451269,0.415225,0.830975,0.355803,76,atencao
11,12,5,0,1.014442,0.126999,0.904186,0.356179,12.483523,1.678252,1.291569,0.453134,0.794117,0.422107,105,atencao
21,24,5,9,0.860324,0.177907,0.904242,0.421534,9.490342,1.014909,1.007277,0.209508,0.895246,0.209508,80,atencao
47,17,3,9,0.617204,0.31479,0.904427,0.560969,14.642049,0.552144,0.743032,0.107589,0.946206,0.107589,121,atencao
15,12,6,0,0.760341,0.212272,0.905082,0.460253,8.824675,0.888148,0.942018,0.215639,0.892181,0.215639,74,atencao
89,38,2,7,0.402643,0.450157,0.905245,0.670902,13.521108,0.262777,0.512616,0.049832,0.975084,0.049832,113,atencao
51,54,8,7,1.219379,0.080368,0.905494,0.282978,12.04318,2.496669,1.58006,0.474002,0.803203,0.413307,100,atencao
38,27,4,8,0.960685,0.155596,0.90557,0.394238,11.950547,1.302934,1.141253,0.251173,0.87716,0.247054,100,atencao
13,12,5,6,0.984155,0.12858,0.905792,0.35794,12.382011,1.401158,1.181743,0.347963,0.828544,0.344175,104,atencao
79,33,9,9,0.679075,0.330616,0.905855,0.574912,9.106904,0.855603,0.924304,0.169768,0.918054,0.165361,77,atencao
15,21,0,9,0.783246,0.214077,0.906321,0.462292,13.053533,0.954564,0.976113,0.19858,0.903012,0.195128,109,atencao
52,32,5,6,0.847841,0.219947,0.907177,0.468755,11.244336,1.348973,1.160148,0.268785,0.881843,0.244254,94,atencao
60,172,5,8,0.647915,0.311131,0.907228,0.557532,13.494339,0.572068,0.756331,0.106013,0.947026,0.105964,112,atencao
17,12,6,8,1.126694,0.092131,0.90733,0.302989,9.102088,2.241981,1.497165,0.458048,0.785812,0.435794,77,atencao
50,23,7,9,1.020355,0.147329,0.907675,0.383283,10.078114,1.693082,1.301045,0.316702,0.850585,0.303297,85,atencao
42,31,4,7,1.180128,0.100041,0.90795,0.316085,13.173168,2.378022,1.542014,0.44182,0.826387,0.367955,109,atencao
35,13,3,0,1.150404,0.090828,0.908657,0.301237,13.682075,2.176023,1.474675,0.470856,0.795804,0.423779,114,atencao
76,33,4,9,0.622252,0.297912,0.909454,0.545671,8.266726,0.567654,0.753426,0.103728,0.948136,0.103728,70,atencao
30,50,6,7,0.783405,0.24534,0.91001,0.495037,14.774453,0.916376,0.956925,0.170944,0.914528,0.170944,122,atencao
29,40,6,8,1.001829,0.152733,0.910886,0.39046,8.038737,1.679116,1.295557,0.307041,0.867611,0.274832,69,atencao
21,22,1,8,1.121849,0.10314,0.91095,0.319419,12.339913,2.16624,1.47153,0.392682,0.821651,0.365471,103,atencao
21,21,3,7,0.865416,0.199671,0.911292,0.4467,12.197247,1.378742,1.174032,0.259137,0.875432,0.251637,102,atencao
12,13,2,8,0.59522,0.287394,0.911663,0.535385,16.214367,0.614431,0.783479,0.131993,0.934003,0.131993,133,atencao
115,99,8,8,0.560861,0.370455,0.911709,0.60857,13.67613,0.431053,0.65654,0.076159,0.96192,0.076159,113,atencao
15,17,5,7,0.885363,0.158721,0.912196,0.397995,7.579657,1.200125,1.094896,0.25878,0.874987,0.252215,65,atencao
27,30,7,8,0.910521,0.1821,0.912292,0.426485,5.787263,1.235557,1.11128,0.224676,0.888104,0.224013,50,atencao
48,21,3,9,0.873782,0.188954,0.912639,0.434516,10.256167,1.059784,1.029414,0.193184,0.903408,0.193184,86,atencao
71,73,7,8,1.393943,0.062821,0.913407,0.250514,6.378247,4.462623,2.112466,0.774816,0.727866,0.599069,55,atencao
67,13,6,9,0.783721,0.21266,0.913859,0.460916,8.020436,0.954402,0.976279,0.20479,0.897605,0.20479,68,atencao
15,12,4,8,0.982656,0.135416,0.914017,0.367786,7.339556,1.8543,1.361139,0.381602,0.822006,0.362392,62,atencao
88,114,2,7,0.5007,0.405003,0.91418,0.63637,13.641469,0.362193,0.601823,0.062275,0.968862,0.062275,113,atencao
38,47,7,8,1.122126,0.109117,0.914465,0.330019,12.603869,2.044276,1.429728,0.355599,0.832928,0.339507,105,atencao
25,20,7,9,0.581212,0.313556,0.914643,0.559904,14.86866,0.501207,0.707865,0.090323,0.954838,0.090323,124,atencao
54,41,5,9,1.322294,0.067749,0.914679,0.260009,10.271962,3.723904,1.929725,0.636707,0.751311,0.531637,86,atencao
95,48,6,9,1.040197,0.126517,0.915397,0.355383,9.534249,1.646083,1.282947,0.2826,0.862532,0.276852,80,atencao
34,15,6,0,0.598682,0.350785,0.916075,0.592153,11.79021,0.603934,0.7748,0.132864,0.934289,0.131782,99,atencao
140,134,4,7,0.918217,0.190471,0.916918,0.43624,10.591348,1.253604,1.119643,0.20837,0.897234,0.206237,89,atencao
99,82,6,8,1.351488,0.067281,0.917047,0.259257,5.808882,3.984191,1.995986,0.664404,0.749874,0.539507,51,atencao
54,35,8,8,0.632745,0.329813,0.918353,0.574209,14.641165,0.651124,0.806885,0.108693,0.945653,0.108693,121,atencao
93,97,8,7,0.749558,0.253218,0.919028,0.503118,14.503498,0.787671,0.887497,0.12749,0.936519,0.127095,120,atencao
27,59,3,7,1.223256,0.08344,0.919148,0.288566,7.618807,2.876166,1.695812,0.468396,0.799624,0.417538,65,atencao
57,43,6,8,1.044709,0.128525,0.919611,0.357943,15.097115,1.789927,1.337851,0.2908,0.867639,0.271162,125,atencao
177,27,7,6,0.614155,0.426754,0.920077,0.653172,9.045037,1.086107,1.040591,0.194598,0.914357,0.176828,76,atencao
82,47,7,7,1.139609,0.1182,0.920308,0.343552,11.087626,2.541106,1.594056,0.408116,0.815508,0.378692,93,atencao
84,56,4,9,1.059577,0.128773,0.920545,0.358283,14.620223,1.828975,1.352348,0.292873,0.861788,0.280536,121,atencao
